Date,ITCRM ,ITCRB Brasil,ITCRB Estados Unidos
2005-04-29,161.298,165.596912,158.903837
2005-04-30,161.302,165.61778,158.894419
2005-05-01,161.285,165.611901,158.86108
2005-05-02,160.935,165.627286,158.281949
2005-05-03,161.168,166.409396,158.085033
2005-05-04,162.25,168.980988,157.997307
2005-05-05,162.015,168.05734,158.018702
2005-05-06,162.135,169.212762,158.094616
2005-05-07,162.118,169.206756,158.061445
2005-05-08,162.101,169.200751,158.028281
2005-05-09,162.116,169.768411,157.777124
2005-05-10,161.79,168.927915,157.635043
2005-05-11,161.2,167.476512,157.7654
2005-05-12,161.29,168.850722,157.623367
2005-05-13,160.782,168.253625,157.644749
2005-05-14,160.765,168.247653,157.611672
2005-05-15,160.748,168.241682,157.578603
2005-05-16,160.061,167.427121,156.946921
2005-05-17,159.977,167.030899,157.022808
2005-05-18,160.688,168.450778,156.989862
2005-05-19,160.709,169.351943,156.902537
2005-05-20,160.45,169.565603,156.978365
2005-05-21,160.433,169.559585,156.945428
2005-05-22,160.416,169.553567,156.912499
2005-05-23,160.887,170.851652,156.825236
2005-05-24,160.818,170.634561,156.792331
2005-05-25,160.8,170.628505,156.759434
2005-05-26,160.963,171.90847,156.672237
2005-05-27,161.679,173.305329,156.639364
2005-05-28,161.662,173.299178,156.606499
2005-05-29,161.645,173.293027,156.57364
2005-05-30,161.571,173.22674,156.486528
2005-05-31,160.255,171.758844,156.399446
2005-06-01,159.603,170.328614,156.517225
2005-06-02,160.109,171.628593,156.418052
2005-06-03,160.241,171.867983,156.860945
2005-06-04,160.195,171.814504,156.815892
2005-06-05,160.149,171.761043,156.770851
2005-06-06,159.237,168.411945,156.779979
2005-06-07,159.314,168.575212,156.680809
2005-06-08,159.425,169.189754,156.744056
2005-06-09,158.198,165.817052,156.644928
2005-06-10,158.336,167.748744,156.437657
2005-06-11,158.29,167.696548,156.392725
2005-06-12,158.244,167.644367,156.347806
2005-06-13,157.814,167.890519,155.65434
2005-06-14,156.938,166.311295,155.231415
2005-06-15,157.948,168.277034,155.402892
2005-06-16,158.298,169.843388,155.196257
2005-06-17,159.38,172.057749,155.043713
2005-06-18,159.334,172.004211,154.999182
2005-06-19,159.288,171.950691,154.954663
2005-06-20,159.242,171.897187,154.910157
2005-06-21,159.014,172.314942,154.703896
2005-06-22,158.585,171.791654,154.497741
2005-06-23,158.241,171.197854,154.776716
2005-06-24,158.894,171.87294,155.16327
2005-06-25,158.848,171.81946,155.118704
2005-06-26,158.802,171.765997,155.074151
2005-06-27,159.66,173.068564,155.514079
2005-06-28,159.838,174.098274,155.738483
2005-06-29,160.329,175.439522,155.747551
2005-06-30,159.909,175.049374,155.272551
2005-07-01,159.168,174.388789,155.199738
2005-07-02,159.139,174.346724,155.18071
2005-07-03,159.11,174.304668,155.161685
2005-07-04,159.019,174.202252,155.088906
2005-07-05,158.45,172.985203,155.123642
2005-07-06,157.733,171.435504,154.835905
2005-07-07,157.746,171.791742,154.655711
2005-07-08,157.464,171.936207,154.153174
2005-07-09,157.436,171.894733,154.134275
2005-07-10,157.407,171.853269,154.115379
2005-07-11,158.353,173.436522,154.042773
2005-07-12,159.425,174.403415,154.292409
2005-07-13,158.367,173.007438,154.058702
2005-07-14,158.329,173.40202,153.771359
2005-07-15,158.093,173.063106,153.698822
2005-07-16,158.064,173.02136,153.679979
2005-07-17,158.036,172.979624,153.661138
2005-07-18,158.591,174.165026,153.695964
2005-07-19,157.913,172.813668,153.569805
2005-07-20,157.829,171.964999,153.550977
2005-07-21,158.845,172.891155,153.478507
2005-07-22,157.617,170.422314,153.566967
2005-07-23,157.588,170.381205,153.54814
2005-07-24,157.56,170.340106,153.529315
2005-07-25,156.021,165.910267,153.456874
2005-07-26,155.737,165.408912,153.43806
2005-07-27,156.057,165.630349,153.580066
2005-07-28,156.995,167.914314,153.454039
2005-07-29,157.442,169.481029,153.328041
2005-07-30,157.414,169.440148,153.309243
2005-07-31,157.385,169.399276,153.290447
2005-08-01,157.812,170.110444,153.245617
2005-08-02,158.184,171.518394,153.20078
2005-08-03,159.755,174.834343,153.263116
2005-08-04,160.442,175.87907,153.432641
2005-08-05,160.247,175.299807,153.54859
2005-08-06,160.241,175.284717,153.557356
2005-08-07,160.234,175.269627,153.566123
2005-08-08,160.064,174.027161,153.789306
2005-08-09,160.712,175.804932,154.012514
2005-08-10,161.735,178.240326,154.128527
2005-08-11,160.458,172.802533,154.244552
2005-08-12,160.427,171.786835,154.575055
2005-08-13,160.421,171.772047,154.58388
2005-08-14,160.414,171.75726,154.592706
2005-08-15,160.408,171.742474,154.601532
2005-08-16,160.864,172.902502,154.8785
2005-08-17,160.74,173.076591,155.155499
2005-08-18,159.871,171.661348,155.378895
2005-08-19,158.962,167.903671,155.924141
2005-08-20,158.956,167.889217,155.933043
2005-08-21,158.949,167.874765,155.941946
2005-08-22,160.143,170.893723,155.950849
2005-08-23,159.656,169.6704,156.013402
2005-08-24,159.226,168.550097,155.968657
2005-08-25,160.103,169.984235,155.977561
2005-08-26,159.819,169.404105,156.093784
2005-08-27,159.813,169.389522,156.102696
2005-08-28,159.807,169.37494,156.111609
2005-08-29,160.396,171.723825,156.335194
2005-08-30,160.526,172.263366,156.290448
2005-08-31,161.454,173.796228,156.245697
2005-09-01,161.924,173.652769,156.202841
2005-09-02,162.841,175.391035,156.21366
2005-09-03,162.802,175.343674,156.224479
2005-09-04,162.763,175.296326,156.235299
2005-09-05,162.564,175.06823,156.085042
2005-09-06,162.501,175.698555,156.095852
2005-09-07,162.091,175.266324,155.999263
2005-09-08,162.094,175.876287,155.956364
2005-09-09,162.813,177.01595,156.343119
2005-09-10,162.774,176.96815,156.353948
2005-09-11,162.735,176.920363,156.364777
2005-09-12,162.25,176.222041,156.69792
2005-09-13,162.054,175.788188,156.816218
2005-09-14,161.88,175.364231,156.82708
2005-09-15,162.409,178.184708,156.569291
2005-09-16,162.245,178.108703,156.418934
2005-09-17,162.206,178.060608,156.429768
2005-09-18,162.167,178.012526,156.440602
2005-09-19,161.862,177.886741,156.451438
2005-09-20,162.04,177.913322,156.62352
2005-09-21,162.711,179.564606,156.634367
2005-09-22,162.119,179.053973,156.537704
2005-09-23,161.933,179.791322,156.441026
2005-09-24,161.894,179.742773,156.451861
2005-09-25,161.855,179.694237,156.462697
2005-09-26,162.125,180.763419,156.473534
2005-09-27,161.88,180.634403,156.484372
2005-09-28,162.522,181.905977,156.764102
2005-09-29,163.192,183.455039,156.77496
2005-09-30,162.7,182.679224,156.516888
2005-10-01,162.678,182.677652,156.485439
2005-10-02,162.655,182.67608,156.453996
2005-10-03,162.209,182.324782,156.368806
2005-10-04,161.871,180.810261,156.6061
2005-10-05,162.008,179.690021,157.058219
2005-10-06,162.587,178.539365,157.671314
2005-10-07,163.611,181.90932,157.747053
2005-10-08,163.589,181.907754,157.715357
2005-10-09,163.566,181.906188,157.683666
2005-10-10,163.543,181.904623,157.651983
2005-10-11,164.289,184.062413,158.532646
2005-10-12,164.691,184.289773,159.091011
2005-10-13,165.024,183.953847,160.07831
2005-10-14,165.382,185.030238,159.348893
2005-10-15,165.359,185.028646,159.316875
2005-10-16,165.336,185.027054,159.284863
2005-10-17,165.116,185.355741,159.145653
2005-10-18,164.746,185.134706,159.113675
2005-10-19,164.744,184.619694,159.296028
2005-10-20,165.296,185.251148,159.746151
2005-10-21,164.563,183.939786,159.714053
2005-10-22,164.54,183.938203,159.681961
2005-10-23,164.517,183.93662,159.649876
2005-10-24,164.549,183.972865,159.403689
2005-10-25,165.418,184.425769,159.906823
2005-10-26,165.428,183.802756,160.463254
2005-10-27,166.4,184.036371,161.447413
2005-10-28,166.685,186.021583,161.254521
2005-10-29,166.662,186.019982,161.22212
2005-10-30,166.639,186.018381,161.189725
2005-10-31,166.021,186.177713,160.462462
2005-11-01,165.648,186.187056,159.836993
2005-11-02,165.467,185.897542,159.425746
2005-11-03,165.462,187.494694,159.121638
2005-11-04,165.136,188.195975,159.031145
2005-11-05,165.075,188.15492,158.940703
2005-11-06,165.014,188.113874,158.850313
2005-11-07,164.669,188.246485,158.28082
2005-11-08,164.258,188.265193,157.658714
2005-11-09,164.954,190.074354,157.888126
2005-11-10,165.183,190.926188,157.851484
2005-11-11,164.966,190.691686,157.602358
2005-11-12,164.905,190.650086,157.512729
2005-11-13,164.843,190.608496,157.423151
2005-11-14,163.359,187.028564,157.227568
2005-11-15,162.848,186.336815,156.449183
2005-11-16,162.822,186.933341,156.254275
2005-11-17,162.646,186.925936,155.79485
2005-11-18,161.592,183.64742,155.706249
2005-11-19,161.532,183.607357,155.617699
2005-11-20,161.472,183.567303,155.529199
2005-11-21,161.385,183.8885,155.229481
2005-11-22,161.012,182.278295,155.457924
2005-11-23,161.65,182.97195,155.633299
2005-11-24,161.931,183.30401,155.861153
2005-11-25,162.585,184.746878,156.56297
2005-11-26,162.525,184.706575,156.473932
2005-11-27,162.465,184.666281,156.384945
2005-11-28,164.617,188.269254,157.295546
2005-11-29,164.012,188.235396,156.470009
2005-11-30,163.367,187.118277,155.85555
2005-12-01,163.299,186.514763,156.430278
2005-12-02,163.69,187.334673,156.531986
2005-12-03,163.645,187.289521,156.476128
2005-12-04,163.601,187.24438,156.42029
2005-12-05,165.479,189.799308,157.62336
2005-12-06,165.633,190.849801,157.147633
2005-12-07,164.366,188.560356,156.829474
2005-12-08,164.321,188.514909,156.77351
2005-12-09,164.328,185.868047,157.608007
2005-12-10,164.284,185.823249,157.551765
2005-12-11,164.239,185.778462,157.495543
2005-12-12,164.679,184.60004,157.700955
2005-12-13,163.805,183.350294,157.121639
2005-12-14,163.343,181.848097,156.751858
2005-12-15,163.554,181.402065,157.584457
2005-12-16,163.923,179.581814,158.573187
2005-12-17,163.878,179.538531,158.516601
2005-12-18,163.834,179.495259,158.460035
2005-12-19,162.276,175.773688,157.881566
2005-12-20,162.842,178.584748,158.294789
2005-12-21,163.559,181.462735,158.186147
2005-12-22,162.661,179.112063,157.608335
2005-12-23,162.998,180.738037,157.552093
2005-12-24,162.953,180.694475,157.495871
2005-12-25,162.909,180.650924,157.439669
2005-12-26,162.628,180.308632,157.123178
2005-12-27,162.074,177.223685,157.951847
2005-12-28,162.721,178.898377,158.155607
2005-12-29,162.665,179.555743,157.579107
2005-12-30,162.511,178.83817,157.626851
2005-12-31,162.467,178.795066,157.570602
2006-01-01,162.423,178.755825,157.536812
2006-01-02,162.276,178.598829,157.399136
2006-01-03,162.943,178.992619,157.78087
2006-01-04,164.672,182.435181,157.79896
2006-01-05,165.08,183.151301,158.33617
2006-01-06,165.924,184.11355,158.82124
2006-01-07,165.879,184.073142,158.787182
2006-01-08,165.834,184.032742,158.753132
2006-01-09,166.541,186.684389,158.926565
2006-01-10,166.033,186.175661,158.52948
2006-01-11,165.277,183.950315,158.184404
2006-01-12,164.679,184.344273,157.528456
2006-01-13,164.595,183.752648,157.287377
2006-01-14,164.55,183.712319,157.253648
2006-01-15,164.505,183.671998,157.219927
2006-01-16,164.453,183.631687,157.186213
2006-01-17,163.602,180.850043,157.722086
2006-01-18,163.297,179.936665,157.843571
2006-01-19,162.974,178.796568,157.65445
2006-01-20,163.968,182.861286,157.206668
2006-01-21,163.923,182.821152,157.172957
2006-01-22,163.878,182.781027,157.139252
2006-01-23,165.043,184.450487,157.105555
2006-01-24,165.41,185.666303,157.020163
2006-01-25,165.831,185.963514,157.658479
2006-01-26,166.395,187.686986,157.986432
2006-01-27,166.492,189.019615,157.952553
2006-01-28,166.447,188.978129,157.918682
2006-01-29,166.401,188.936653,157.884818
2006-01-30,166.584,189.454826,158.057505
2006-01-31,167.111,189.692526,158.281735
2006-02-01,166.499,188.800469,158.36552
2006-02-02,166.423,188.489662,158.397669
2006-02-03,166.385,189.594415,158.274991
2006-02-04,166.386,189.595431,158.25554
2006-02-05,166.388,189.596447,158.236091
2006-02-06,167.191,192.277438,158.319817
2006-02-07,167.196,191.800544,158.558263
2006-02-08,167.035,192.053796,158.435628
2006-02-09,167.31,193.252795,158.10675
2006-02-10,167.554,194.410384,158.138881
2006-02-11,167.556,194.411426,158.119446
2006-02-12,167.557,194.412468,158.100014
2006-02-13,167.682,194.98332,158.183669
2006-02-14,168.128,196.32482,158.267301
2006-02-15,168.173,196.666148,158.24785
2006-02-16,168.617,198.249791,158.022308
2006-02-17,168.366,197.150308,158.054405
2006-02-18,168.368,197.151365,158.034981
2006-02-19,168.369,197.152421,158.015559
2006-02-20,168.273,197.024965,157.893143
2006-02-21,168.649,197.070044,158.079705
2006-02-22,168.629,196.783173,158.214734
2006-02-23,168.489,195.884897,158.246769
2006-02-24,168.713,197.014833,158.278794
2006-02-25,168.715,197.015889,158.259342
2006-02-26,168.716,197.016944,158.239893
2006-02-27,168.256,195.679229,158.220445
2006-02-28,169.294,198.246406,158.149553
2006-03-01,168.995,198.404823,157.78761
2006-03-02,169.132,198.164392,157.682956
2006-03-03,169.337,198.596786,157.938123
2006-03-04,169.283,198.547624,157.884832
2006-03-05,169.229,198.498473,157.831558
2006-03-06,168.977,197.800052,157.983676
2006-03-07,167.067,193.230706,158.084348
2006-03-08,166.766,192.003116,158.184933
2006-03-09,167.252,193.768572,158.131559
2006-03-10,167.919,196.417863,158.026928
2006-03-11,167.865,196.36924,157.973606
2006-03-12,167.811,196.320629,157.920303
2006-03-13,167.86,196.447561,157.764573
2006-03-14,168.437,197.567807,157.50652
2006-03-15,168.323,197.234211,157.248623
2006-03-16,169.421,199.13618,157.246735
2006-03-17,168.845,197.582591,157.193677
2006-03-18,168.791,197.53368,157.140636
2006-03-19,168.737,197.48478,157.087614
2006-03-20,167.78,195.059028,157.085711
2006-03-21,167.021,193.655783,157.032707
2006-03-22,167.128,194.255647,157.030788
2006-03-23,166.788,194.108591,157.182001
2006-03-24,166.735,194.06054,157.128965
2006-03-25,166.682,194.0125,157.075947
2006-03-26,166.628,193.964472,157.022946
2006-03-27,165.991,191.189376,157.173887
2006-03-28,165.416,188.795411,157.069889
2006-03-29,165.175,189.009981,156.914998
2006-03-30,166.053,190.384482,156.912981
2006-03-31,166.789,192.875721,156.910948
2006-04-01,166.758,192.827016,156.886477
2006-04-02,166.727,192.778324,156.86201
2006-04-03,167.543,194.940306,156.990211
2006-04-04,168.337,196.246609,156.863967
2006-04-05,168.209,196.042984,156.686886
2006-04-06,167.842,195.635701,156.611586
2006-04-07,166.875,193.732577,156.688875
2006-04-08,166.845,193.683656,156.664438
2006-04-09,166.814,193.634747,156.640006
2006-04-10,166.997,194.225981,156.615577
2006-04-11,166.964,194.069507,156.387853
2006-04-12,167.027,194.364481,156.414281
2006-04-13,166.997,194.3154,156.389887
2006-04-14,166.966,194.266332,156.365498
2006-04-15,166.935,194.217276,156.341112
2006-04-16,166.904,194.168232,156.31673
2006-04-17,167.741,195.003534,156.190797
2006-04-18,167.686,195.353261,155.861822
2006-04-19,168.167,196.119088,155.735992
2006-04-20,166.869,194.243787,155.254923
2006-04-21,167.147,194.735246,155.230711
2006-04-22,167.116,194.686072,155.206502
2006-04-23,167.085,194.63691,155.182297
2006-04-24,166.847,194.530851,154.549433
2006-04-25,166.142,193.029691,154.221047
2006-04-26,166.232,193.555685,154.095584
2006-04-27,167.088,194.652894,154.325042
2006-04-28,168.339,196.89641,154.503735
2006-04-29,168.308,196.84669,154.47964
2006-04-30,168.277,196.796982,154.455548
2006-05-01,168.264,196.773566,154.447057
2006-05-02,168.812,198.844843,154.286559
2006-05-03,168.465,197.905201,154.126079
2006-05-04,168.855,198.53629,154.066942
2006-05-05,169.223,199.005066,154.058472
2006-05-06,169.21,198.981387,154.050002
2006-05-07,169.196,198.957711,154.041533
2006-05-08,168.777,198.09797,153.982412
2006-05-09,169.059,198.081931,154.024596
2006-05-10,169.451,198.850252,153.965482
2006-05-11,168.403,195.589885,153.653155
2006-05-12,166.986,190.71287,153.74599
2006-05-13,166.973,190.690178,153.737537
2006-05-14,166.96,190.667488,153.729085
2006-05-15,165.93,188.059518,153.973797
2006-05-16,167.175,191.392341,154.015961
2006-05-17,165.65,187.567281,154.311256
2006-05-18,166.56,188.900294,154.606518
2006-05-19,165.751,186.961744,154.699262
2006-05-20,165.738,186.939498,154.690757
2006-05-21,165.726,186.917254,154.682252
2006-05-22,163.927,178.834045,155.483559
2006-05-23,165.018,182.048211,155.475011
2006-05-24,161.959,173.071796,155.972539
2006-05-25,161.947,173.051203,155.963964
2006-05-26,164.385,184.490366,155.803584
2006-05-27,164.373,184.468414,155.795018
2006-05-28,164.36,184.446465,155.786453
2006-05-29,165.452,184.304687,155.676701
2006-05-30,163.909,177.623511,156.224642
2006-05-31,164.076,178.724729,156.064289
2006-06-01,165.189,183.033352,155.799117
2006-06-02,165.252,182.116726,155.736307
2006-06-03,165.228,182.074607,155.724082
2006-06-04,165.205,182.032498,155.711858
2006-06-05,165.397,182.226242,155.750203
2006-06-06,164.965,182.651923,155.88967
2006-06-07,165.228,184.080871,155.826873
2006-06-08,163.872,181.547869,155.865197
2006-06-09,164.062,182.208203,155.802409
2006-06-10,164.038,182.166064,155.790179
2006-06-11,164.015,182.123934,155.77795
2006-06-12,163.324,180.263413,155.715181
2006-06-13,162.488,178.658945,155.804031
2006-06-14,163.173,180.505257,155.58967
2006-06-15,163.768,182.038401,155.627985
2006-06-16,164.034,183.013326,155.565244
2006-06-17,164.01,182.971,155.553032
2006-06-18,163.987,182.928684,155.540822
2006-06-19,163.964,182.886378,155.528612
2006-06-20,163.687,182.670884,155.465895
2006-06-21,164.189,183.683338,155.302177
2006-06-22,163.754,183.450654,155.441488
2006-06-23,163.906,184.327795,155.580777
2006-06-24,163.882,184.285165,155.568564
2006-06-25,163.859,184.242545,155.556352
2006-06-26,164.51,185.06299,155.796566
2006-06-27,164.48,184.736616,155.98626
2006-06-28,164.46,185.280636,155.873061
2006-06-29,164.945,186.793325,155.860826
2006-06-30,167.011,190.12441,155.747653
2006-07-01,166.995,190.098324,155.744059
2006-07-02,166.978,190.07224,155.740465
2006-07-03,167.274,190.521991,155.686406
2006-07-04,167.27,190.49585,155.682813
2006-07-05,165.854,187.113717,155.780148
2006-07-06,166.583,188.659382,155.726091
2006-07-07,166.723,188.477635,155.722498
2006-07-08,166.707,188.451774,155.718904
2006-07-09,166.69,188.425917,155.715311
2006-07-10,166.516,188.824613,155.711718
2006-07-11,166.307,188.208992,155.607213
2006-07-12,165.523,186.734295,155.553167
2006-07-13,165.132,185.670144,155.600032
2006-07-14,164.997,185.71049,155.545988
2006-07-15,164.98,185.685008,155.542399
2006-07-16,164.964,185.659531,155.53881
2006-07-17,164.283,185.305349,155.484772
2006-07-18,164.492,186.180987,155.481184
2006-07-19,165.324,187.594419,155.326256
2006-07-20,165.429,187.236254,155.474009
2006-07-21,165.172,186.070484,155.470422
2006-07-22,165.155,186.044954,155.466834
2006-07-23,165.139,186.019427,155.463247
2006-07-24,165.103,186.798615,155.358777
2006-07-25,164.493,185.71014,155.254312
2006-07-26,164.85,186.128457,155.048975
2006-07-27,165.156,186.32711,155.19671
2006-07-28,165.797,187.632571,155.193129
2006-07-29,165.78,187.606827,155.189548
2006-07-30,165.763,187.581085,155.185967
2006-07-31,165.536,187.478801,154.930221
2006-08-01,165.194,186.469108,154.873847
2006-08-02,165.442,187.201038,154.867906
2006-08-03,165.338,187.057577,154.811538
2006-08-04,165.645,187.060389,154.755175
2006-08-05,165.629,187.029527,154.749239
2006-08-06,165.613,186.998669,154.743302
2006-08-07,165.553,186.97855,154.888625
2006-08-08,165.346,186.579252,154.882684
2006-08-09,165.669,187.345386,154.725496
2006-08-10,165.407,187.747041,154.719561
2006-08-11,165.509,188.055597,154.814449
2006-08-12,165.493,188.02457,154.808511
2006-08-13,165.477,187.993549,154.802572
2006-08-14,165.737,188.512344,154.998258
2006-08-15,166.518,189.798772,155.244333
2006-08-16,166.898,190.515559,154.935965
2006-08-17,167.259,191.034856,155.232423
2006-08-18,166.861,189.960655,155.327265
2006-08-19,166.844,189.929314,155.321306
2006-08-20,166.828,189.897978,155.315348
2006-08-21,166.812,189.866647,155.309391
2006-08-22,164.672,185.142048,155.303433
2006-08-23,167.055,190.636747,155.49903
2006-08-24,166.708,189.85937,155.543452
2006-08-25,166.794,190.002968,155.789409
2006-08-26,166.778,189.971621,155.783433
2006-08-27,166.762,189.940278,155.777457
2006-08-28,167.401,190.757241,156.023376
2006-08-29,167.468,191.235932,155.916637
2006-08-30,167.747,191.632747,156.011407
2006-08-31,167.349,190.787434,156.005422
2006-09-01,167.537,191.09255,155.883015
2006-09-02,167.484,191.048968,155.811015
2006-09-03,167.432,191.005396,155.739048
2006-09-04,167.289,190.838539,155.566554
2006-09-05,167.714,192.056685,155.695728
2006-09-06,167.224,190.459945,155.874982
2006-09-07,166.718,189.958718,155.602144
2006-09-08,166.386,189.623446,155.630648
2006-09-09,166.334,189.580198,155.558764
2006-09-10,166.282,189.536961,155.486913
2006-09-11,165.78,187.906493,155.515331
2006-09-12,165.977,188.140446,155.643879
2006-09-13,166.277,189.309796,155.371704
2006-09-14,166.334,189.417394,155.149795
2006-09-15,165.975,189.471925,154.978083
2006-09-16,165.924,189.428713,154.9065
2006-09-17,165.872,189.38551,154.834951
2006-09-18,166.102,189.907533,154.763435
2006-09-19,165.626,188.702901,154.642019
2006-09-20,165.505,187.797711,154.620502
2006-09-21,164.766,184.906431,154.598971
2006-09-22,164.481,183.936837,154.527564
2006-09-23,164.43,183.894887,154.45619
2006-09-24,164.379,183.852946,154.384849
2006-09-25,164.018,183.067695,154.363335
2006-09-26,164.717,185.794258,154.39158
2006-09-27,164.983,186.560979,154.320268
2006-09-28,165.14,187.110555,154.348441
2006-09-29,165.185,187.477226,154.27715
2006-09-30,165.133,187.434468,154.205891
2006-10-01,165.089,187.402777,154.141324
2006-10-02,165.506,188.051331,154.027146
2006-10-03,165.264,187.71557,154.012271
2006-10-04,165.267,188.100274,153.997381
2006-10-05,165.098,187.842538,153.932901
2006-10-06,164.811,187.932041,153.918004
2006-10-07,164.767,187.900266,153.853557
2006-10-08,164.724,187.868497,153.789137
2006-10-09,164.669,187.836733,153.724745
2006-10-10,164.839,189.194105,153.709851
2006-10-11,164.649,188.758729,153.59604
2006-10-12,164.818,188.956405,153.432867
2006-10-13,165.016,189.92415,153.319214
2006-10-14,164.972,189.892038,153.255018
2006-10-15,164.928,189.859932,153.190849
2006-10-16,164.884,189.827831,153.126707
2006-10-17,164.96,189.896514,152.914609
2006-10-18,164.409,189.339825,152.406823
2006-10-19,164.519,188.654744,152.244437
2006-10-20,164.482,188.639831,152.229957
2006-10-21,164.438,188.607937,152.166217
2006-10-22,164.394,188.576048,152.102504
2006-10-23,164.119,188.75583,152.038817
2006-10-24,164.081,188.283553,151.975158
2006-10-25,164.16,188.065839,152.059011
2006-10-26,164.757,189.094446,151.798776
2006-10-27,165.062,189.058169,151.980823
2006-10-28,165.018,189.026204,151.917187
2006-10-29,164.974,188.994244,151.853578
2006-10-30,164.629,188.213139,151.789996
2006-10-31,164.601,188.140502,151.481246
2006-11-01,164.446,187.993871,151.350059
2006-11-02,164.082,187.593973,151.120887
2006-11-03,163.914,187.683118,151.087836
2006-11-04,163.886,187.658325,151.054791
2006-11-05,163.857,187.633536,151.021754
2006-11-06,163.828,187.608751,150.988724
2006-11-07,163.978,187.586835,150.66191800000001
2006-11-08,163.11,186.289904,150.237341
2006-11-09,163.347,186.691721,150.15554
2006-11-10,163.127,185.833595,150.1227
2006-11-11,163.098,185.809047,150.089866
2006-11-12,163.07,185.784503,150.05704
2006-11-13,162.784,184.953904,150.415419
2006-11-14,162.879,185.675289,150.186965
2006-11-15,162.768,185.927056,149.958605
2006-11-16,162.674,185.77276,149.974675
2006-11-17,162.756,185.507129,150.186158
2006-11-18,162.727,185.482624,150.153311
2006-11-19,162.699,185.458123,150.120471
2006-11-20,162.612,185.296545,150.185288
2006-11-21,162.691,185.2813,150.347698
2006-11-22,162.673,184.639218,149.973191
2006-11-23,162.541,184.494703,149.842804
2006-11-24,163.104,184.3783,150.005161
2006-11-25,163.075,184.353945,149.972353
2006-11-26,163.047,184.329592,149.939553
2006-11-27,162.641,182.581762,150.05301
2006-11-28,162.752,182.640922,150.020192
2006-11-29,162.972,183.679788,149.792466
2006-11-30,163.401,184.485101,149.467395
2006-12-01,163.093,183.584999,149.154334
2006-12-02,163.071,183.555652,149.133585
2006-12-03,163.05,183.526309,149.112838
2006-12-04,163.01,183.461795,148.994713
2006-12-05,163.145,184.239059,148.730564
2006-12-06,163.325,184.948984,148.807229
2006-12-07,163.382,185.187073,148.835199
2006-12-08,163.36,185.157469,148.814494
2006-12-09,163.338,185.127871,148.793792
2006-12-10,163.317,185.098277,148.773093
2006-12-11,163.392,185.65772,148.849684
2006-12-12,162.564,184.058275,148.537155
2006-12-13,162.694,184.578423,148.613752
2006-12-14,162.816,185.014551,148.690325
2006-12-15,162.362,184.665834,148.621023
2006-12-16,162.34,184.636314,148.600348
2006-12-17,162.319,184.606799,148.579676
2006-12-18,162.237,184.396749,148.559007
2006-12-19,162.287,183.487508,148.58693
2006-12-20,162.02,183.421148,148.274763
2006-12-21,161.491,182.668202,148.059831
2006-12-22,162.3,184.502653,148.622066
2006-12-23,162.279,184.473159,148.601391
2006-12-24,162.258,184.44367,148.580718
2006-12-25,162.236,184.414185,148.560049
2006-12-26,162.821,185.53175,149.024805
2006-12-27,163.096,185.743155,149.295287
2006-12-28,163.257,186.228486,149.080403
2006-12-29,162.793,185.505622,148.574444
2006-12-30,162.771,185.475968,148.553775
2006-12-31,162.75,185.446318,148.533109
2007-01-01,162.703,185.406245,148.487917
2007-01-02,162.772,185.471727,148.248823
2007-01-03,162.096,184.711844,148.252182
2007-01-04,162.359,185.11046,148.836919
2007-01-05,162.084,184.802441,149.082243
2007-01-06,162.037,184.762507,149.036884
2007-01-07,161.991,184.722582,148.991539
2007-01-08,162.016,184.760077,148.946207
2007-01-09,162.089,185.011546,149.142769
2007-01-10,161.738,184.808556,149.000669
2007-01-11,161.824,185.1651,148.906988
2007-01-12,161.994,185.678749,148.910014
2007-01-13,161.947,185.638626,148.864708
2007-01-14,161.9,185.598512,148.819415
2007-01-15,161.759,185.437955,148.67756
2007-01-16,161.663,185.371352,148.680597
2007-01-17,161.945,185.879208,148.587102
2007-01-18,162.091,186.185871,148.686624
2007-01-19,162.412,186.658819,148.834301
2007-01-20,162.365,186.618484,148.789017
2007-01-21,162.318,186.578158,148.743747
2007-01-22,162.608,186.616176,149.18034
2007-01-23,162.889,186.959214,149.231291
2007-01-24,162.673,187.061403,149.089576
2007-01-25,162.627,186.703085,149.140496
2007-01-26,162.683,187.10099,149.48013
2007-01-27,162.636,187.06056,149.434649
2007-01-28,162.589,187.020138,149.389183
2007-01-29,162.698,187.143995,149.439895
2007-01-30,162.782,187.438699,149.34636
2007-01-31,163.081,188.016603,149.30092
2007-02-01,163.447,189.213589,149.094277
2007-02-02,162.988,189.062734,148.887673
2007-02-03,162.979,189.047953,148.873264
2007-02-04,162.971,189.033172,148.858857
2007-02-05,163.419,190.175288,149.03657
2007-02-06,163.711,191.002198,148.974121
2007-02-07,163.729,190.520987,148.959704
2007-02-08,163.807,190.398704,149.089336
2007-02-09,163.415,189.206246,149.122918
2007-02-10,163.407,189.191453,149.108487
2007-02-11,163.399,189.176661,149.094056
2007-02-12,162.774,187.969055,148.983633
2007-02-13,163.236,188.769001,148.873229
2007-02-14,163.774,189.635634,148.666869
2007-02-15,163.947,189.924584,148.748448
2007-02-16,164.246,190.43441,148.973947
2007-02-17,164.237,190.419521,148.959529
2007-02-18,164.229,190.404634,148.945113
2007-02-19,164.106,190.26707,148.834769
2007-02-20,164.156,190.277061,148.868325
2007-02-21,164.506,191.48364,148.949829
2007-02-22,164.507,191.437527,148.839513
